index;carat;cut;color;clarity;depth;table;price;x;y;z
342;0.2;Very Good;G;SI2;48.4;63.6;300.0;3.16;7.26;2.52
343;0.2;Ideal;E;SI2;32.8;56.9;300.0;7.5;4.8;2.02
344;0.73;Ideal;H;VS1;57.7;62.3;2667.0;3.89;7.45;3.27
345;0.84;Ideal;E;IF;102.2;62.2;4293.0;6.19;4.14;5.28
346;0.26;Ideal;H;SI2;79.7;63.9;852.0;7.35;5.23;5.01
347;0.6;Ideal;G;VS2;61.3;59.4;2128.0;7.23;5.92;4.03
348;0.35;Premium;I;SI1;41.8;63.0;625.0;5.2;7.44;2.64
349;0.2;Very Good;I;VVS2;42.1;56.2;306.0;6.98;4.37;2.39
350;0.2;Premium;H;VVS2;41.7;60.3;901.0;7.88;6.45;2.99
351;0.2;Ideal;F;IF;87.5;63.3;497.0;4.21;7.38;5.07
352;0.2;Good;E;VS1;51.7;63.3;300.0;4.76;7.35;3.13
353;0.2;Good;I;VVS2;35.2;55.3;300.0;3.89;7.64;2.03
354;0.2;Good;F;VVS2;95.0;57.7;376.0;3.02;6.18;4.37
355;0.2;Ideal;G;VS2;112.5;62.8;605.0;5.87;3.11;5.05
356;0.66;Good;I;SI2;81.4;62.5;1620.0;6.65;3.94;4.31
357;0.2;Good;H;SI1;100.1;64.6;300.0;5.81;3.5;4.66
358;0.2;Premium;H;VVS1;73.2;61.0;312.0;4.01;6.4;3.81
359;0.33;Ideal;I;VS2;37.9;62.7;568.0;5.67;4.26;1.88
360;0.2;Ideal;D;VS1;61.7;61.6;300.0;4.04;5.03;2.8
361;0.56;Very Good;F;SI1;68.8;54.5;1641.0;5.73;7.15;4.43
362;0.2;Ideal;G;SI1;32.8;55.5;542.0;7.91;5.79;2.25
363;0.58;Premium;G;VS1;59.0;60.8;1966.0;7.79;5.09;3.8
364;0.2;Premium;G;VS2;40.9;63.3;728.0;7.37;4.08;2.34
365;1.46;Good;I;VVS2;45.7;55.6;5971.0;5.19;3.08;1.89
366;1.02;Premium;H;SI1;139.8;53.9;4271.0;4.52;3.22;5.41
367;1.06;Ideal;D;VS2;67.7;59.2;5427.0;7.19;5.27;4.22
368;0.2;Ideal;E;VS2;87.7;61.5;623.0;3.22;6.95;4.46
369;0.76;Premium;G;VVS2;50.4;62.1;3021.0;3.94;5.38;2.35
370;0.32;Ideal;E;VS2;61.4;57.4;961.0;6.24;5.98;3.75
371;0.2;Ideal;I;VS2;46.4;54.8;576.0;7.28;3.53;2.51
372;0.2;Good;J;VVS2;40.3;58.6;541.0;7.52;7.37;3.0
373;0.74;Premium;G;SI1;28.8;54.0;2362.0;5.67;6.95;1.82
374;0.2;Ideal;G;SI2;37.9;58.9;300.0;5.26;5.46;2.03
375;0.58;Premium;H;SI2;50.1;54.8;1881.0;6.6;3.9;2.63
376;0.2;Premium;J;SI1;105.5;63.4;623.0;4.57;3.28;4.14
377;0.22;Ideal;H;SI2;63.5;62.8;494.0;6.05;7.96;4.45
378;0.23;Ideal;I;SI1;76.7;60.6;390.0;6.36;7.73;5.4
379;0.61;Very Good;G;SI1;65.4;61.5;1703.0;5.65;6.03;3.82
380;0.2;Very Good;E;VS1;58.5;59.5;312.0;3.69;3.63;2.14
381;0.68;Ideal;F;VS1;102.9;60.9;2893.0;3.78;3.9;3.95
382;0.2;Ideal;D;SI1;62.8;55.6;610.0;7.09;7.2;4.49
383;0.6;Premium;H;SI2;39.7;53.3;1729.0;4.96;7.02;2.38
384;0.73;Ideal;H;SI1;103.3;58.2;2839.0;3.9;4.06;4.11
385;0.44;Very Good;J;SI2;67.7;55.2;899.0;3.15;7.31;3.54
386;0.2;Ideal;F;VS2;99.9;57.3;467.0;3.05;5.42;4.23
387;0.2;Very Good;G;VS1;32.8;59.7;300.0;7.85;4.73;2.06
388;0.29;Ideal;E;SI1;120.2;55.7;1097.0;3.25;4.12;4.43
389;0.2;Very Good;I;VS2;97.5;60.4;686.0;7.37;3.62;5.36
390;0.52;Good;G;VS2;68.8;62.4;1211.0;4.56;3.87;2.9
391;0.2;Ideal;F;VVS1;43.3;62.0;300.0;6.35;3.49;2.13
392;0.36;Fair;D;VVS2;69.1;56.5;722.0;5.15;7.04;4.21
393;0.25;Premium;I;VVS2;90.7;62.9;637.0;5.23;5.71;4.96
394;0.2;Very Good;D;SI2;52.3;60.3;300.0;6.99;5.44;3.25
395;0.29;Premium;H;SI2;38.9;61.2;775.0;4.99;6.43;2.22
396;0.59;Ideal;I;VS1;31.6;56.6;1989.0;7.43;7.53;2.36
397;0.37;Fair;I;VVS2;53.7;58.5;591.0;6.01;7.06;3.51
398;0.31;Fair;G;VS2;55.5;61.0;512.0;7.03;5.5;3.48
399;0.34;Very Good;I;IF;70.6;63.6;1096.0;5.59;6.81;4.38
400;0.2;Ideal;G;VS2;68.9;61.9;342.0;6.47;5.95;4.28
401;0.2;Premium;H;VVS2;70.3;61.6;300.0;4.86;7.82;4.46
402;0.2;Ideal;G;VS1;56.5;59.8;607.0;4.62;6.93;3.26
403;0.2;Very Good;F;VVS2;51.1;63.1;300.0;5.09;4.26;2.39
404;0.2;Good;F;VVS2;60.8;60.0;557.0;7.76;4.9;3.85
405;0.29;Ideal;J;SI1;120.9;53.2;491.0;3.75;3.1;4.14
406;0.2;Very Good;G;SI1;81.6;61.5;447.0;6.62;4.02;4.34
407;0.24;Good;J;SI1;88.7;54.3;300.0;6.52;4.67;4.96
408;0.35;Ideal;J;VS2;69.6;53.1;820.0;3.84;5.35;3.2
409;0.2;Ideal;F;SI2;86.9;59.6;501.0;3.22;5.48;3.78
410;0.31;Fair;G;IF;99.0;61.6;300.0;6.04;3.07;4.51
411;0.55;Premium;D;VVS2;79.0;54.0;2213.0;3.19;7.7;4.3
412;0.44;Ideal;F;SI1;87.6;55.5;938.0;5.09;7.1;5.34
413;0.2;Fair;G;VVS1;82.3;54.1;300.0;4.93;7.54;5.13
414;0.2;Ideal;I;VS2;37.4;62.9;353.0;5.1;7.32;2.32
415;0.21;Good;H;VS2;81.4;56.2;300.0;6.45;3.28;3.96
416;0.2;Ideal;F;VS1;66.2;56.3;587.0;4.53;5.56;3.34
417;0.2;Premium;I;VS1;98.2;53.4;300.0;5.4;3.28;4.26
418;0.68;Fair;G;VVS2;48.6;62.2;1659.0;4.05;4.26;2.02
419;0.83;Ideal;G;SI1;64.6;55.5;3136.0;7.97;5.38;4.31
420;0.2;Ideal;G;IF;56.1;57.0;453.0;3.21;7.13;2.9
421;0.2;Ideal;G;SI1;36.3;55.4;354.0;6.1;3.94;1.82
422;0.2;Very Good;J;SI2;78.6;64.5;318.0;5.18;6.3;4.51
423;0.22;Very Good;E;VS1;81.1;62.7;347.0;3.46;5.0;3.43
424;0.49;Premium;H;VVS2;43.0;63.1;2070.0;7.99;5.95;3.0
425;0.2;Ideal;G;VS1;48.6;64.8;300.0;6.96;4.86;2.87
426;0.2;Very Good;G;SI2;58.1;62.5;300.0;6.51;4.41;3.17
427;0.2;Ideal;G;SI2;82.1;53.4;788.0;7.07;5.45;5.14
428;0.2;Ideal;I;VVS2;75.7;62.6;300.0;4.71;3.88;3.25
429;0.92;Good;I;VS2;41.0;63.4;2508.0;5.99;5.07;2.27
430;0.2;Premium;J;VVS1;57.9;56.0;314.0;7.24;6.71;4.04
431;0.2;Good;G;SI1;44.3;62.3;300.0;7.6;6.99;3.23
432;0.2;Very Good;D;VS1;91.9;53.8;431.0;8.0;3.06;5.08
433;0.23;Ideal;D;VVS2;53.4;62.7;518.0;7.99;4.59;3.36
434;0.45;Very Good;J;VVS2;101.1;55.7;1343.0;5.57;3.23;4.45
435;0.55;Ideal;G;SI2;58.0;59.7;1560.0;4.99;5.28;2.98
436;0.74;Very Good;G;SI2;38.0;64.5;2250.0;7.2;6.65;2.63
437;0.2;Good;G;VVS2;63.2;59.6;336.0;5.04;7.12;3.84
438;0.23;Good;G;VVS1;34.1;57.1;300.0;6.85;4.54;1.94
439;0.52;Premium;D;VS1;73.3;56.9;1944.0;7.74;5.3;4.78
440;0.42;Very Good;G;SI1;49.3;53.5;742.0;5.13;3.07;2.02
441;0.2;Premium;I;SI2;32.6;55.1;300.0;6.16;4.89;1.8
442;0.36;Ideal;I;VVS2;72.3;60.2;775.0;7.07;4.85;4.31
443;0.64;Good;J;VVS2;45.8;60.4;1634.0;7.94;7.92;3.63
444;0.2;Ideal;F;VS2;68.8;58.7;586.0;3.13;7.71;3.73
445;0.32;Ideal;J;VS1;156.9;61.5;397.0;3.52;3.44;5.46
446;0.2;Fair;D;VS1;124.7;53.9;300.0;3.24;3.45;4.17
447;0.2;Premium;H;VVS2;44.9;63.6;300.0;4.89;4.69;2.15
448;0.69;Very Good;H;VS1;95.5;64.4;1902.0;4.59;3.45;3.84
449;0.2;Ideal;G;VS1;93.4;64.5;513.0;5.89;5.12;5.14
450;1.1;Premium;G;IF;48.9;57.2;5616.0;7.19;3.07;2.51
451;0.35;Premium;D;VS2;72.9;63.4;890.0;6.13;7.42;4.94
452;0.26;Ideal;J;VS2;52.0;53.6;300.0;7.84;5.15;3.38
453;1.39;Ideal;F;VVS1;61.7;57.5;9109.0;7.99;7.09;4.65
454;0.2;Premium;H;VS2;94.4;55.5;415.0;3.24;4.58;3.69
455;0.2;Ideal;H;VS1;59.6;58.5;300.0;6.87;3.44;3.07
456;0.2;Ideal;E;VS1;106.3;59.7;724.0;5.53;4.54;5.35
457;0.67;Very Good;G;SI1;40.2;58.3;1906.0;3.91;5.1;1.81
458;0.39;Premium;J;IF;112.8;57.5;821.0;4.08;5.51;5.41
459;0.38;Ideal;D;SI2;38.0;54.3;965.0;5.62;6.86;2.37
460;0.45;Premium;J;VS1;56.3;56.6;1165.0;6.2;5.16;3.2
461;0.42;Very Good;J;VS2;78.2;58.0;1048.0;4.49;3.16;2.99
462;0.2;Fair;F;VVS2;71.9;55.0;300.0;6.93;5.83;4.59
463;0.2;Good;F;IF;62.0;59.3;448.0;7.13;6.19;4.13
464;0.2;Ideal;F;SI1;70.5;57.1;306.0;6.3;4.28;3.73
465;0.2;Premium;H;VS1;39.6;53.0;300.0;7.2;4.52;2.32
466;0.26;Good;I;VVS1;28.4;57.8;636.0;5.95;7.59;1.92
467;0.2;Ideal;J;VS1;74.0;61.2;300.0;4.89;4.46;3.46
468;0.84;Fair;H;VVS2;49.1;58.3;2650.0;7.71;4.34;2.96
469;0.27;Fair;H;VS2;42.2;63.6;342.0;7.99;6.93;3.15
470;0.2;Premium;J;VVS2;49.2;61.5;300.0;7.84;6.83;3.61
471;1.6;Ideal;J;VS2;78.5;60.6;7901.0;4.73;5.87;4.16
472;0.2;Very Good;G;VS2;55.0;57.4;300.0;6.69;5.85;3.45
473;0.2;Ideal;H;VVS2;138.6;60.8;349.0;3.42;3.09;4.51
474;1.18;Ideal;H;VS2;71.6;55.6;5725.0;6.92;4.03;3.92
475;0.2;Fair;H;VS2;75.7;54.5;360.0;6.26;3.57;3.72
476;0.29;Ideal;G;VS2;59.6;56.0;682.0;7.43;4.66;3.6
477;0.2;Ideal;J;VVS2;37.5;57.3;502.0;7.77;4.93;2.38
478;0.26;Fair;H;VS1;37.7;59.2;339.0;7.06;3.6;2.01
479;0.2;Ideal;G;SI1;73.5;56.8;300.0;3.27;5.14;3.09
480;0.2;Ideal;G;VVS1;70.8;54.2;300.0;5.87;7.46;4.72
481;0.2;Very Good;E;VVS2;54.5;58.8;566.0;6.78;6.95;3.74
482;0.2;Ideal;H;VS2;64.6;59.0;300.0;3.42;6.82;3.31
483;0.2;Fair;G;VS2;43.8;63.5;300.0;7.33;5.5;2.81
484;0.82;Very Good;G;SI2;50.8;56.4;2610.0;6.64;7.35;3.55
485;0.45;Ideal;F;VS1;84.1;61.0;1421.0;3.12;6.34;3.98
486;0.71;Ideal;G;VS1;32.8;59.5;2615.0;7.49;6.3;2.26
487;0.2;Premium;G;SI1;70.4;55.4;487.0;6.38;6.43;4.51
488;0.2;Very Good;I;VS1;103.2;64.8;467.0;4.96;4.65;4.96
489;0.2;Good;G;VVS2;41.8;62.1;300.0;3.57;5.42;1.88
490;0.2;Good;F;VS1;36.9;57.8;552.0;5.52;6.72;2.26
491;0.61;Good;F;VS2;74.3;64.2;1300.0;4.88;4.78;3.59
492;0.2;Ideal;G;VVS2;54.0;58.2;487.0;7.48;6.88;3.88
493;0.2;Premium;I;SI1;82.1;61.9;300.0;4.12;7.38;4.72
494;0.21;Very Good;G;VVS2;71.4;55.9;300.0;4.28;5.21;3.39
495;0.93;Very Good;J;VS2;73.1;55.6;2645.0;6.82;5.65;4.56
496;0.2;Good;E;VVS2;68.9;63.7;300.0;7.65;5.1;4.39
497;0.43;Ideal;G;VVS2;71.9;58.1;1418.0;5.7;4.06;3.51
498;0.2;Ideal;F;VS2;30.2;53.2;300.0;7.44;5.49;1.95
499;0.25;Very Good;J;VS2;76.9;59.2;300.0;7.29;4.64;4.59
500;0.2;Fair;G;SI2;84.2;59.8;300.0;4.62;5.76;4.37
501;0.3;Ideal;G;VVS2;67.1;64.5;797.0;7.57;4.18;3.94
502;0.2;Premium;H;VS1;45.6;62.3;300.0;5.57;5.7;2.57
503;0.25;Ideal;J;SI2;77.8;55.2;300.0;5.97;5.34;4.4
504;0.49;Ideal;J;VS1;44.7;60.8;1338.0;5.77;7.55;2.98
505;0.93;Ideal;I;VS1;91.6;64.7;4028.0;3.66;4.77;3.86
506;0.29;Very Good;H;VVS2;69.4;55.5;528.0;7.68;5.61;4.61
507;0.2;Ideal;G;VS2;45.5;55.0;587.0;3.53;6.0;2.17
508;0.2;Ideal;F;VS1;46.6;63.9;464.0;7.94;6.77;3.43
509;0.2;Premium;G;VS1;86.8;60.4;300.0;4.61;5.0;4.17
510;0.45;Very Good;J;SI1;100.1;63.3;717.0;3.16;6.49;4.83
511;0.49;Ideal;G;SI2;59.1;57.1;1297.0;6.02;3.15;2.71
512;0.27;Ideal;H;VS1;69.6;62.6;353.0;4.34;5.92;3.57
513;0.2;Premium;F;VVS1;64.4;55.5;497.0;7.79;4.73;4.03
514;0.2;Good;G;VS1;37.4;58.6;355.0;4.48;6.8;2.11
515;0.2;Ideal;E;VS2;69.1;64.6;481.0;7.83;6.21;4.85
516;0.21;Ideal;H;VS1;96.8;55.2;689.0;3.14;6.28;4.56
517;0.25;Good;J;VS2;68.6;57.9;444.0;6.46;6.84;4.56
518;0.2;Premium;F;VS1;28.9;58.2;403.0;6.77;7.06;2.0
519;0.32;Very Good;H;VS1;30.4;58.0;606.0;5.73;7.91;2.07
520;0.2;Good;G;VS2;90.9;56.3;573.0;4.61;5.33;4.52
521;0.27;Good;E;SI1;48.2;63.5;522.0;6.08;5.99;2.91
522;0.28;Ideal;J;VVS2;46.8;56.7;700.0;7.42;4.85;2.87
523;0.2;Ideal;F;SI2;71.9;55.7;327.0;4.62;7.32;4.29
524;0.33;Very Good;F;SI2;33.4;55.7;838.0;3.6;7.79;1.9
525;0.27;Premium;I;VS1;58.5;62.6;416.0;3.96;6.77;3.14
526;0.53;Ideal;J;VVS1;57.5;53.4;1665.0;7.61;7.51;4.35
527;0.2;Good;H;VVS1;38.4;57.6;486.0;7.42;3.26;2.05
528;0.2;Premium;G;SI2;56.6;56.8;378.0;6.83;3.38;2.89
529;0.2;Ideal;I;SI1;96.7;53.4;469.0;6.57;4.78;5.49
530;0.2;Ideal;F;VS1;41.9;60.7;659.0;6.67;7.17;2.9
531;0.71;Premium;H;VS2;60.3;55.7;2339.0;7.83;4.6;3.75
532;0.2;Premium;H;VS2;44.8;64.8;300.0;6.17;4.01;2.28
533;1.05;Fair;F;SI2;47.5;61.0;2876.0;6.47;4.85;2.69
534;0.2;Premium;G;VS1;59.8;53.2;300.0;6.82;6.03;3.84
535;0.21;Fair;F;SI1;40.8;61.8;300.0;6.03;6.42;2.54
536;0.25;Ideal;I;SI2;94.5;58.9;300.0;5.22;4.69;4.68
537;0.2;Ideal;E;VS1;68.2;63.7;568.0;3.07;6.73;3.34
538;0.2;Very Good;H;VS1;40.6;60.2;300.0;6.31;3.99;2.09
539;0.28;Fair;I;VS1;50.8;59.3;794.0;5.3;5.13;2.65
540;0.43;Premium;J;VS2;49.2;57.1;1415.0;7.07;3.62;2.63
541;0.2;Ideal;D;VVS1;81.5;60.8;671.0;3.21;3.98;2.93
542;0.2;Fair;G;SI2;73.8;59.5;300.0;7.99;4.7;4.68
543;0.2;Premium;F;VS1;63.6;57.4;844.0;5.89;4.93;3.44
544;0.2;Very Good;D;VS2;59.4;64.5;806.0;4.41;7.99;3.68
545;0.2;Very Good;H;VS1;87.1;57.3;300.0;4.81;5.22;4.37
546;0.2;Premium;I;IF;77.6;58.9;372.0;4.74;5.18;3.85
547;0.59;Ideal;H;VVS1;42.0;62.1;1963.0;7.44;7.5;3.14
548;0.2;Ideal;G;SI1;94.7;53.3;572.0;4.4;3.29;3.64
549;0.34;Ideal;H;VVS1;50.1;56.5;1413.0;6.25;7.45;3.43
550;0.33;Premium;I;SI1;102.9;60.0;632.0;3.24;3.7;3.57
551;0.2;Ideal;D;SI1;92.9;58.3;300.0;4.98;3.03;3.72
552;0.2;Very Good;G;VS1;60.0;63.4;338.0;6.36;5.71;3.62
553;0.2;Good;H;VVS2;71.6;53.8;315.0;3.74;4.95;3.11
554;0.2;Good;F;VS2;81.6;57.9;300.0;3.96;5.23;3.75
555;0.2;Very Good;F;VS1;70.8;64.0;435.0;3.41;7.95;4.02
556;1.0;Very Good;F;VS1;95.5;63.6;4093.0;5.9;3.27;4.38
557;0.2;Fair;G;VS2;104.4;55.0;300.0;3.81;4.58;4.38
558;0.2;Fair;H;VS2;57.7;53.5;300.0;3.27;5.7;2.59
559;0.2;Premium;I;SI1;73.2;56.5;309.0;6.85;6.83;5.01
560;0.36;Ideal;E;SI2;45.4;55.2;1167.0;7.65;3.24;2.47
561;0.59;Premium;H;VS2;58.6;54.3;1752.0;5.93;6.69;3.7
562;0.6;Fair;F;SI2;65.3;62.6;1278.0;4.51;6.97;3.75
563;0.2;Ideal;G;SI2;67.1;61.4;782.0;7.57;6.67;4.78
564;0.27;Ideal;H;VS2;137.0;60.3;921.0;3.51;3.66;4.91
565;0.24;Very Good;E;VVS2;126.1;55.0;621.0;4.81;3.07;4.97
566;0.5;Premium;J;SI2;47.6;56.6;1068.0;5.86;5.98;2.82
567;0.43;Good;J;VVS1;57.0;55.0;620.0;6.34;7.74;4.01
568;0.2;Premium;I;SI1;99.5;62.1;300.0;4.65;4.13;4.37
569;0.2;Ideal;H;IF;39.2;56.6;569.0;4.43;6.07;2.06
570;0.2;Good;I;VVS1;104.3;61.0;765.0;4.61;3.81;4.39
571;0.29;Premium;E;VS1;55.6;55.1;802.0;6.73;7.29;3.9
572;0.31;Good;F;VS2;50.2;59.7;309.0;5.34;5.69;2.77
573;0.2;Ideal;H;VS2;100.3;62.8;342.0;4.2;4.87;4.55
574;0.78;Ideal;H;SI2;34.2;53.5;2770.0;7.32;6.17;2.31
575;0.35;Fair;F;VS2;41.7;62.2;831.0;6.0;7.63;2.84
576;0.44;Ideal;H;VS1;67.6;57.1;1632.0;3.52;6.86;3.51
577;0.2;Good;H;VS1;53.5;55.1;410.0;7.27;7.52;3.96
578;0.37;Ideal;I;VS1;132.6;57.6;809.0;3.64;3.6;4.8
579;0.2;Premium;G;VS2;101.6;61.9;768.0;4.96;4.84;4.98
580;1.17;Good;F;VS1;73.2;63.4;4953.0;7.08;3.09;3.72
581;0.2;Premium;F;VS2;132.7;54.5;397.0;3.47;4.38;5.21
582;0.39;Good;F;SI1;74.3;64.9;767.0;6.28;3.47;3.62
583;0.2;Premium;H;VS1;38.6;62.0;300.0;7.9;4.81;2.45
584;0.2;Fair;J;VS2;44.1;54.1;393.0;5.4;6.94;2.72
585;0.2;Ideal;G;IF;81.7;63.1;329.0;5.49;3.84;3.81
586;0.2;Premium;J;VS2;89.5;59.7;373.0;6.25;6.0;5.48
587;0.2;Fair;H;VVS2;35.4;61.6;300.0;7.64;7.29;2.64
588;0.2;Premium;I;VVS1;59.9;62.4;431.0;5.73;4.22;2.98
589;0.21;Ideal;H;VVS2;66.5;63.4;300.0;5.95;6.44;4.12
590;0.2;Ideal;J;SI1;49.5;56.5;639.0;3.52;4.04;1.87
591;0.69;Ideal;I;SI1;75.3;60.6;2688.0;4.36;7.67;4.53
592;0.55;Premium;F;VVS1;59.8;56.4;1938.0;4.82;5.22;3.0
593;0.53;Fair;I;VS2;67.0;58.2;927.0;4.35;5.32;3.24
594;0.2;Ideal;F;VS1;80.5;57.7;770.0;4.2;7.28;4.62
595;0.7;Very Good;F;VVS2;60.3;55.5;2687.0;7.44;3.1;3.18
596;0.2;Ideal;E;SI1;40.9;53.6;413.0;6.28;3.11;1.92
597;0.2;Premium;H;VS2;80.2;58.4;300.0;6.34;6.25;5.05
598;0.2;Premium;J;VS1;85.2;58.3;486.0;5.3;3.41;3.71
599;0.63;Ideal;I;SI2;108.4;56.9;1707.0;5.05;4.34;5.09
600;0.2;Good;G;VS1;98.0;59.4;332.0;4.19;5.83;4.91
601;0.2;Very Good;G;VS1;96.8;64.6;300.0;5.02;5.04;4.87
602;0.25;Premium;H;SI1;93.4;53.2;369.0;3.79;7.65;5.34
603;0.2;Premium;H;VS2;35.4;64.9;523.0;6.06;7.55;2.41
604;0.37;Premium;G;VS2;39.7;62.8;1218.0;6.85;6.29;2.61
605;0.2;Very Good;G;SI1;88.8;54.8;530.0;6.2;6.1;5.46
606;0.29;Premium;J;VS2;43.8;61.5;300.0;6.24;6.37;2.76
607;0.42;Very Good;J;VS2;46.7;59.5;1059.0;6.6;7.37;3.26
608;0.75;Premium;F;VVS2;78.6;53.8;3111.0;3.5;6.37;3.88
609;0.2;Good;G;VVS1;64.8;62.0;723.0;5.1;7.87;4.2
610;0.2;Very Good;D;VVS2;71.7;62.4;300.0;6.0;6.67;4.54
611;1.85;Ideal;D;VVS2;59.5;59.2;14403.0;6.39;6.69;3.89
612;0.21;Premium;G;VS1;81.4;53.2;595.0;7.61;4.92;5.1
613;1.13;Very Good;G;VS1;65.9;59.6;5044.0;4.76;4.77;3.14
614;0.85;Good;E;VVS2;55.1;55.3;3448.0;5.68;4.41;2.78
615;0.2;Ideal;H;VS1;128.6;53.1;650.0;3.36;3.98;4.72
616;0.2;Premium;J;VS2;50.3;63.4;300.0;7.08;5.13;3.07
617;0.2;Ideal;F;SI1;128.0;59.4;459.0;3.97;3.56;4.82
618;0.2;Very Good;D;SI1;64.9;64.1;500.0;3.69;5.16;2.87
619;0.3;Ideal;G;SI2;51.3;54.4;689.0;4.13;7.84;3.07
620;0.2;Fair;F;VS1;50.1;61.8;300.0;6.19;4.1;2.58
621;1.28;Fair;H;SI1;38.4;57.0;3978.0;7.37;4.52;2.28
622;0.2;Premium;I;IF;61.5;58.3;499.0;3.15;4.13;2.24
623;0.2;Premium;E;IF;55.7;56.8;606.0;7.63;4.12;3.27
624;0.29;Ideal;I;VVS1;67.5;55.9;496.0;7.94;5.95;4.69
625;0.62;Very Good;D;SI2;135.0;57.0;2011.0;3.34;4.6;5.36
626;1.47;Good;E;IF;39.9;61.5;7598.0;5.23;3.79;1.8
627;0.21;Premium;J;VS2;48.3;58.4;324.0;4.63;4.11;2.11
628;0.69;Good;F;VS1;40.7;53.2;2091.0;6.83;5.15;2.44
629;0.36;Very Good;I;VVS1;87.1;59.4;905.0;5.41;4.97;4.52
630;0.2;Ideal;J;VS2;41.4;56.3;454.0;3.98;4.81;1.82
631;0.78;Good;E;VVS1;72.8;53.9;2867.0;7.25;6.43;4.98
632;0.2;Fair;I;SI1;76.0;61.6;300.0;6.07;3.01;3.45
633;0.2;Ideal;G;VS2;80.6;55.9;545.0;7.62;4.09;4.72
634;0.48;Good;G;VS1;76.1;56.3;903.0;4.03;4.67;3.31
635;0.32;Premium;F;VS2;74.0;58.7;909.0;4.66;3.74;3.11
636;0.68;Ideal;F;VS1;44.8;57.7;2631.0;5.17;3.93;2.04
637;0.2;Very Good;I;IF;50.4;53.5;353.0;7.22;5.33;3.16
638;0.26;Premium;G;SI1;31.7;60.9;300.0;7.67;7.92;2.47
639;0.2;Very Good;J;SI1;64.2;64.1;300.0;4.85;6.39;3.61
640;0.2;Good;G;IF;54.6;57.2;493.0;3.7;7.8;3.14
641;0.2;Ideal;F;VVS2;123.9;62.5;300.0;5.39;3.02;5.21
642;1.12;Fair;F;SI2;80.4;63.8;3575.0;6.19;6.05;4.92
643;0.52;Ideal;I;IF;158.3;53.0;1785.0;3.22;3.4;5.24
644;0.2;Good;H;VS2;99.5;58.8;456.0;3.84;6.93;5.36
645;0.2;Ideal;J;SI1;65.8;58.1;300.0;4.75;7.93;4.17
646;0.25;Very Good;I;SI2;71.7;57.8;332.0;4.3;6.75;3.96
647;0.2;Very Good;I;SI2;73.3;57.6;300.0;6.85;5.07;4.37
648;0.2;Premium;E;VS1;31.6;61.6;426.0;5.3;7.61;2.04
649;0.57;Premium;H;SI2;35.8;64.6;1280.0;5.94;6.53;2.23
650;0.43;Ideal;F;VS2;71.9;57.6;1319.0;4.96;7.86;4.61
651;0.2;Very Good;H;VS1;107.2;59.6;300.0;3.64;3.06;3.59
652;0.2;Very Good;H;VVS2;99.3;63.9;711.0;5.02;4.18;4.57
653;0.2;Ideal;F;VS2;103.4;63.9;314.0;6.12;3.84;5.15
654;0.33;Ideal;I;VVS2;114.9;64.1;850.0;4.1;3.26;4.23
655;0.23;Ideal;G;VVS1;55.8;57.5;535.0;5.81;7.3;3.66
656;1.23;Ideal;E;VS2;141.2;58.1;6810.0;3.8;3.65;5.26
657;0.55;Ideal;H;VVS2;131.8;59.2;2241.0;5.0;3.09;5.33
658;0.2;Very Good;G;SI1;64.3;63.9;300.0;3.83;4.04;2.53
659;0.2;Premium;I;VS2;49.6;61.0;300.0;4.26;3.04;1.81
660;0.31;Fair;H;SI1;105.9;64.6;666.0;3.71;6.6;5.46
661;0.2;Ideal;F;SI2;72.5;59.1;613.0;3.46;7.91;4.12
662;0.2;Ideal;H;VVS2;71.2;60.6;688.0;6.42;7.62;5.0
663;0.48;Fair;J;VVS1;74.1;54.6;759.0;6.29;3.05;3.46
664;0.61;Good;D;VS2;62.4;53.7;1672.0;6.53;4.17;3.34
665;0.54;Very Good;H;SI2;51.6;54.8;1165.0;7.73;6.29;3.62
666;0.28;Ideal;J;SI2;94.1;62.1;502.0;4.97;6.66;5.47
667;0.2;Good;F;VS2;92.2;63.9;300.0;4.69;6.44;5.13
668;0.54;Ideal;H;VVS1;76.5;55.8;2100.0;3.29;7.72;4.21
669;0.2;Ideal;J;VS1;79.2;58.7;670.0;6.0;6.35;4.89
670;0.2;Premium;J;VVS2;88.6;59.2;300.0;5.61;4.25;4.37
671;0.2;Ideal;F;SI2;29.4;56.7;440.0;6.83;6.7;1.99
672;0.43;Ideal;D;VS2;51.9;62.5;1418.0;5.52;7.92;3.49
673;1.07;Ideal;G;VS2;113.0;58.7;4882.0;5.94;3.26;5.2
674;0.2;Premium;F;VS1;52.2;54.6;422.0;3.48;7.41;2.84
675;0.33;Good;F;SI2;81.0;56.9;869.0;5.19;4.29;3.84
676;0.45;Ideal;H;SI2;80.1;64.8;1401.0;3.18;7.9;4.44
677;0.21;Very Good;J;SI1;83.3;58.4;332.0;3.62;7.71;4.72
678;0.32;Fair;E;SI1;44.1;61.6;420.0;5.3;7.98;2.93
679;0.23;Ideal;F;SI2;78.6;58.1;300.0;4.87;6.02;4.28
680;0.2;Very Good;I;IF;122.4;64.1;439.0;3.15;3.68;4.18
681;0.2;Premium;E;SI1;41.6;63.0;300.0;5.21;5.31;2.19
682;0.3;Good;H;VVS2;62.2;62.5;490.0;7.38;3.84;3.49
683;0.2;Ideal;G;VS1;71.8;56.1;413.0;6.13;6.71;4.61
